icd10_ecode,icd10_mechanism,mechanism_count,icd10_intent,icd10_description,icd9_ecode,icd9_ecode_numeric,icd9_intent,icd9_mechanism,icd9_display
Y38.9X1A,OTHER_SPECIFIED,1,ASSAULT,"Terrorism, secondary effects, public safety official injured, initial encounter",E979.9,979.9,ASSAULT,OTHER_SPECIFIED,"E979.9 Terrorism, secondary effects (OTHER_SPECIFIED, ASSAULT)"
T46.994S,OTHER_NEC,1,UNDETERMINED,"Poisoning by other agents primarily affecting the cardiovascular system, undetermined, sequela",E989,989,UNDETERMINED,OTHER_NEC,"E989 Unknown, Late effects (OTHER_NEC, UNDETERMINED)"
V93.53XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Explosion on board other powered watercraft, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V77.4XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person boarding or alighting from bus injured in collision with fixed or stationary object, subsequent encounter",E824.8,824.8,UNINTENTIONAL,TRANSPORT_OTHER,"E824.8 Nontraffic, Boarding/alighting, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V83.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Driver of special industrial vehicle injured in traffic accident, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
T49.3X3S,OTHER_NEC,1,ASSAULT,"Poisoning by emollients, demulcents and protectants, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
T49.3X5A,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of emollients, demulcents and protectants, initial encounter",E946.3,946.3,OTHER,ADVERSE_EFFECTS_DRUGS,"E946.3 Adverse effects in therapeutic use, Emollients, demulcents, and protectants (ADVERSE_EFFECTS_DRUGS, OTHER)"
T50.3X3S,OTHER_NEC,1,ASSAULT,"Poisoning by electrolytic, caloric and water-balance agents, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
T50.3X5A,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of electrolytic, caloric and water-balance agents, initial encounter",E944.5,944.5,OTHER,ADVERSE_EFFECTS_DRUGS,"E944.5 Adverse effects in therapeutic use, Electrolytic, caloric, and water-balance agents (ADVERSE_EFFECTS_DRUGS, OTHER)"
W04.XXXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall while being carried or supported by other persons, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
V93.04XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Burn due to localized fire on board sailboat, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V42.6XXA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Car passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",E812.1,812.1,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E812.1 Traffic, Collision with motor vehicle, Passenger not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
Y92.013,LOCATION,1,,Bedroom of single-family (private) house as the place of occurrence of the external cause,E849.0,849,,LOCATION,E849.0 Place of occurrence: Home
T48.5X2A,POISONING,1,SELF_INFLICTED,"Poisoning by other anti-common-cold drugs, intentional self-harm, initial encounter",E950.4,950.4,SELF_INFLICTED,POISONING,"E950.4 Self-Inflicted, Other specified drugs (POISONING, SELF_INFLICTED)"
W16.92XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Jumping or diving into unspecified water causing other injury, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
Y37.211D,OTHER_SPECIFIED,1,OTHER,"Military operations involving explosion of aerial bomb, civilian, subsequent encounter",E993.0,993,OTHER,OTHER_SPECIFIED,"E993.0 War, aerial bomb (OTHER_SPECIFIED, OTHER)"
V29.81XD,MOTOR_VEHICLE_MOTORCYCLIST,1,UNINTENTIONAL,"Motorcycle rider (driver) (passenger) injured in transport accident with military vehicle, subsequent encounter",E815.2,815.2,UNINTENTIONAL,MOTOR_VEHICLE_MOTORCYCLIST,"E815.2 Traffic, Other collision on a highway, Motorcyclist (MOTOR_VEHICLE_MOTORCYCLIST, UNINTENTIONAL)"
W59.83XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Crushed by other nonvenomous reptiles, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
W23.0XXS,OTHER_NEC,1,UNINTENTIONAL,"Caught, crushed, jammed, or pinched between moving objects, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
V97.89XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Other air transport accidents, not elsewhere classified, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
X00.4XXA,FIRE_FLAME,1,UNINTENTIONAL,"Hit by object from burning building or structure in uncontrolled fire, initial encounter",E890.8,890.8,UNINTENTIONAL,FIRE_FLAME,"E890.8 Fire, Other accident private dwelling (FIRE_FLAME, UNINTENTIONAL)"
Y93.J1,ACTIVITY,1,,"Activity, piano playing",E018.0,18,,ACTIVITY,"E018.0 Activity, involving piano playing"
Y36.880D,OTHER_SPECIFIED,1,OTHER,"Other war operations occurring after cessation of hostilities, military personnel, subsequent encounter",E998.8,998.8,OTHER,OTHER_SPECIFIED,"E998.8 War, other operations, occurring after cessation of hostilities (OTHER_SPECIFIED, OTHER)"
V01.19XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Pedestrian with other conveyance injured in collision with pedal cycle in traffic accident, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V90.00XA,DROWNING_SUBMERSION,1,UNINTENTIONAL,"Drowning and submersion due to merchant ship overturning, initial encounter",E830.9,830.9,UNINTENTIONAL,DROWNING_SUBMERSION,"E830.9 Water, Submersion, Unspecified person (DROWNING_SUBMERSION, UNINTENTIONAL)"
X50.0XXA,OVEREXERTION,1,,"Overexertion from strenuous movement or load, initial encounter",E927.0,927,UNINTENTIONAL,OVEREXERTION,"E927.0 Other, Overexertion from sudden strenuous movement (OVEREXERTION, UNINTENTIONAL)"
W94.39XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Exposure to other rapid changes in air pressure during descent, subsequent encounter",E902.2,902.2,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E902.2 Environmental, Pressure changes diving (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
V61.6XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Passenger in heavy transport vehicle injured in collision with pedal cycle in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
X16.XXXS,OTHER_NEC,1,UNINTENTIONAL,"Contact with hot heating appliances, radiators and pipes, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
V22.1XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Motorcycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter",E822.3,822.3,UNINTENTIONAL,TRANSPORT_OTHER,"E822.3 Nontraffic, Collision with moving object, Passenger motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
V95.04XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Helicopter fire injuring occupant, initial encounter",E840.3,840.3,UNINTENTIONAL,TRANSPORT_OTHER,"E840.3 Air, Powered aircraft at takeoff/landing, Commercial occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
Y36.451S,OTHER_NEC,1,OTHER,"War operations involving combat using blunt or piercing object, civilian, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
V47.92XA,MOTOR_VEHICLE_UNSPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of other type car injured in collision with fixed or stationary object in traffic accident, initial encounter",E812.9,812.9,UNINTENTIONAL,MOTOR_VEHICLE_UNSPECIFIED,"E812.9 Traffic, Collision with motor vehicle, Unspecified person (MOTOR_VEHICLE_UNSPECIFIED, UNINTENTIONAL)"
W38.XXXA,OTHER_SPECIFIED,1,UNINTENTIONAL,"Explosion and rupture of other specified pressurized devices, initial encounter",E921.8,921.8,UNINTENTIONAL,OTHER_SPECIFIED,"E921.8 Other, Other specified pressure vessel explosion (OTHER_SPECIFIED, UNINTENTIONAL)"
W38.XXXA,,,,,E921.9,921.9,UNINTENTIONAL,OTHER_SPECIFIED,"E921.9 Other, Unspecified pressure vessel explosion (OTHER_SPECIFIED, UNINTENTIONAL)"
W62.1XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Contact with nonvenomous toads, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
V90.32XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Drowning and submersion due to falling or jumping from crushed fishing boat, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
T49.94XA,POISONING,1,UNDETERMINED,"Poisoning by unspecified topical agent, undetermined, initial encounter",E980.4,980.4,UNDETERMINED,POISONING,"E980.4 Unknown, Other specified drugs (POISONING, UNDETERMINED)"
Y92.121,LOCATION,1,,Bathroom in nursing home as the place of occurrence of the external cause,E849.7,849.7,,LOCATION,E849.7 Place of occurrence: Residential institution
V79.40XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Driver of bus injured in collision with unspecified motor vehicles in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V93.80XD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other injury due to other accident on board merchant ship, subsequent encounter",E838.9,838.9,UNINTENTIONAL,TRANSPORT_OTHER,"E838.9 Water, Other/unspecifed accident, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
X08.8XXD,FIRE_FLAME,1,UNINTENTIONAL,"Exposure to other specified smoke, fire and flames, subsequent encounter",E898.1,898.1,UNINTENTIONAL,FIRE_FLAME,"E898.1 Fire, Other specified source (FIRE_FLAME, UNINTENTIONAL)"
W55.22XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Struck by cow, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
W16.031A,FALL,1,UNINTENTIONAL,"Fall into swimming pool striking wall causing drowning and submersion, initial encounter",E883.0,883,UNINTENTIONAL,FALL,"E883.0 Fall, Diving (FALL, UNINTENTIONAL)"
Y36.441S,OTHER_NEC,1,OTHER,"War operations involving unarmed hand to hand combat, civilian, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
V27.2XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified motorcycle rider injured in collision with fixed or stationary object in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V95.19XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other ultralight, microlight or powered-glider accident injuring occupant, initial encounter",E840.6,840.6,UNINTENTIONAL,TRANSPORT_OTHER,"E840.6 Air, Powered aircraft at takeoff/landing, Unpowered aircraft occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
V95.20XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Unspecified accident to other private fixed-wing aircraft, injuring occupant, initial encounter",E841.3,841.3,UNINTENTIONAL,TRANSPORT_OTHER,"E841.3 Air, Other/unspecified powered aircraft, Commercial occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
V47.92XD,MOTOR_VEHICLE_UNSPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of other type car injured in collision with fixed or stationary object in traffic accident, subsequent encounter",E812.9,812.9,UNINTENTIONAL,MOTOR_VEHICLE_UNSPECIFIED,"E812.9 Traffic, Collision with motor vehicle, Unspecified person (MOTOR_VEHICLE_UNSPECIFIED, UNINTENTIONAL)"
Y03.8XXA,MOTOR_VEHICLE_TRAFFIC,1,ASSAULT,"Other assault by crashing of motor vehicle, initial encounter",E968.5,968.5,ASSAULT,MOTOR_VEHICLE_TRAFFIC,"E968.5 Assault, transport vehicle (MOTOR_VEHICLE_TRAFFIC, ASSAULT)"
V65.5XXA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter",E810.0,810,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E810.0 Traffic, Collision with train, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V59.3XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Occupant (driver) (passenger) of pick-up truck or van injured in unspecified nontraffic accident, initial encounter",E825.0,825,UNINTENTIONAL,TRANSPORT_OTHER,"E825.0 Nontraffic, Other/Unspecified, Driver excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
V60.3XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Unspecified occupant of heavy transport vehicle injured in collision with pedestrian or animal in nontraffic accident, initial encounter",E822.9,822.9,UNINTENTIONAL,TRANSPORT_OTHER,"E822.9 Nontraffic, Collision with moving object, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
W58.01XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Bitten by alligator, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
V95.21XD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other private fixed-wing aircraft crash injuring occupant, subsequent encounter",E840.3,840.3,UNINTENTIONAL,TRANSPORT_OTHER,"E840.3 Air, Powered aircraft at takeoff/landing, Commercial occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
V95.35XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Commercial fixed-wing aircraft explosion injuring occupant, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V43.93XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified car occupant injured in collision with pick-up truck in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V85.9XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Unspecified occupant of special construction vehicle injured in nontraffic accident, initial encounter",E822.9,822.9,UNINTENTIONAL,TRANSPORT_OTHER,"E822.9 Nontraffic, Collision with moving object, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V32.1XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Passenger in three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter",E822.1,822.1,UNINTENTIONAL,TRANSPORT_OTHER,"E822.1 Nontraffic, Collision with moving object, Passenger excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
V28.3XXA,MOTOR_VEHICLE_MOTORCYCLIST,2,UNINTENTIONAL,"Person boarding or alighting a motorcycle injured in noncollision transport accident, initial encounter",E817.2,817.2,UNINTENTIONAL,MOTOR_VEHICLE_MOTORCYCLIST,"E817.2 Traffic, Boarding/alighting without collision, Motorcyclist (MOTOR_VEHICLE_MOTORCYCLIST, UNINTENTIONAL)"
V28.3XXA,TRANSPORT_OTHER,,,,E817.3,817.3,UNINTENTIONAL,MOTOR_VEHICLE_MOTORCYCLIST,"E817.3 Traffic, Boarding/alighting without collision, Motorcycle Passenger (MOTOR_VEHICLE_MOTORCYCLIST, UNINTENTIONAL)"
V28.3XXA,,,,,E824.2,824.2,UNINTENTIONAL,TRANSPORT_OTHER,"E824.2 Nontraffic, Boarding/alighting, Motorcyclist (TRANSPORT_OTHER, UNINTENTIONAL)"
Y36.530S,OTHER_NEC,1,OTHER,"War operations involving thermal radiation effect of nuclear weapon, military personnel, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
W30.81XS,OTHER_NEC,1,UNINTENTIONAL,"Contact with agricultural transport vehicle in stationary use, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
V93.21XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Heat exposure on board passenger ship, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
T45.1X1S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T45.1X3A,POISONING,1,ASSAULT,"Poisoning by antineoplastic and immunosuppressive drugs, assault, initial encounter",E962.0,962,ASSAULT,POISONING,"E962.0 Assault, Drugs and medicinal substances (POISONING, ASSAULT)"
T47.4X2S,OTHER_NEC,1,SELF_INFLICTED,"Poisoning by other laxatives, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T47.4X4A,POISONING,1,UNDETERMINED,"Poisoning by other laxatives, undetermined, initial encounter",E980.4,980.4,UNDETERMINED,POISONING,"E980.4 Unknown, Other specified drugs (POISONING, UNDETERMINED)"
V00.898A,FALL,1,UNINTENTIONAL,"Other accident on other pedestrian conveyance, initial encounter",E884.9,884.9,UNINTENTIONAL,FALL,"E884.9 Fall, One level to another (FALL, UNINTENTIONAL)"
V86.03XD,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Driver of dune buggy injured in traffic accident, subsequent encounter",E815.0,815,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E815.0 Traffic, Other collision on a highway, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V49.81XA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Car occupant (driver) (passenger) injured in transport accident with military vehicle, initial encounter",E812.0,812,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E812.0 Traffic, Collision with motor vehicle, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V00.818D,FALL,1,UNINTENTIONAL,"Other accident with wheelchair (powered), subsequent encounter",E884.3,884.3,UNINTENTIONAL,FALL,"E884.3 Fall, wheelchair (FALL, UNINTENTIONAL)"
V41.5XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Car driver injured in collision with pedal cycle in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
T48.202S,OTHER_NEC,1,SELF_INFLICTED,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T48.204A,POISONING,1,UNDETERMINED,"Poisoning by unspecified drugs acting on muscles, undetermined, initial encounter",E980.4,980.4,UNDETERMINED,POISONING,"E980.4 Unknown, Other specified drugs (POISONING, UNDETERMINED)"
T48.992S,OTHER_NEC,1,SELF_INFLICTED,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T48.994A,POISONING,1,UNDETERMINED,"Poisoning by other agents primarily acting on the respiratory system, undetermined, initial encounter",E980.4,980.4,UNDETERMINED,POISONING,"E980.4 Unknown, Other specified drugs (POISONING, UNDETERMINED)"
W55.22XA,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Struck by cow, initial encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
Y37.291A,OTHER_SPECIFIED,1,OTHER,"Military operations involving other explosions and fragments, civilian, initial encounter",E993.2,993.2,OTHER,OTHER_SPECIFIED,"E993.2 War, mortar (OTHER_SPECIFIED, OTHER)"
Y37.291A,,,,,E993.8,993.8,OTHER,OTHER_SPECIFIED,"E993.8 War, other specified explosion (OTHER_SPECIFIED, OTHER)"
Y37.301A,OTHER_SPECIFIED,1,OTHER,"Military operations involving unspecified fire, conflagration and hot substance, civilian, initial encounter",E990.9,990.9,OTHER,OTHER_SPECIFIED,"E990.9 War, Other/unspecified source of fire (OTHER_SPECIFIED, OTHER)"
V61.6XXD,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Passenger in heavy transport vehicle injured in collision with pedal cycle in traffic accident, subsequent encounter",E813.1,813.1,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E813.1 Traffic, Collision with other vehicle, Passenger not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
T52.8X2A,POISONING,1,SELF_INFLICTED,"Toxic effect of other organic solvents, intentional self-harm, initial encounter",E950.9,950.9,SELF_INFLICTED,POISONING,"E950.9 Self-Inflicted, Other and unspecified substances (POISONING, SELF_INFLICTED)"
T52.94XA,POISONING,1,UNDETERMINED,"Toxic effect of unspecified organic solvent, undetermined, initial encounter",E980.9,980.9,UNDETERMINED,POISONING,"E980.9 Unknown, Other/unspecified poisons (POISONING, UNDETERMINED)"
V96.19XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other hang-glider accident injuring occupant, initial encounter",E842.6,842.6,UNINTENTIONAL,TRANSPORT_OTHER,"E842.6 Air, Unpowered aircraft, Unpowered aircraft occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
